1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272
35_right,1660646,14608,5170,2425,1509,1001,782,553,508,386,356,357,318,294,241,211,206,170,156,170,141,163,168,247,380,641,956,1440,2243,3215,4793,7208,11293,16731,23106,29311,34848,38229,41582,43493,44183,45416,46458,48067,51899,55449,59830,64537,67777,71300,74535,76778,79023,79815,80748,81695,82185,82243,82164,82738,82031,80637,79255,77035,75149,72213,68922,65646,62598,59450,56628,53860,52173,49634,48416,45852,44194,41796,39721,37421,35487,33242,30925,28735,26513,24532,22839,21201,19674,18567,16886,15860,14722,13502,12474,11484,10695,9765,9196,8484,7746,7069,6607,6060,5611,5320,4710,4430,4130,3696,3573,3183,2875,2704,2405,2217,1963,1820,1714,1611,1573,1485,1444,1308,1237,1304,1231,1168,1237,1147,1109,1053,1049,1000,1032,1023,1074,1124,1139,1228,1226,1178,1277,1229,1210,1113,1173,1122,1048,1017,936,817,801,729,658,630,592,561,544,516,506,488,466,476,467,501,474,461,519,467,466,474,434,421,409,389,340,331,301,354,315,295,308,300,315,318,336,306,310,336,352,395,376,387,426,408,479,565,723,818,945,994,1038,1115,1075,1052,929,745,594,579,504,501,381,368,309,295,309,260,236,202,194,192,166,146,146,125,93,112,111,96,82,70,78,90,60,78,77,60,67,96,129,126,127,138,154,153,149,111,52,24,5,3,0,0,0,0,-0.329805106,0.435828149,-7.42E-04,2.90E-06,5038848,-3741.180683,0.00158301,2.90E-06,0.039787052,0.01738339,86559.05132,89.32705147,-0.321434582,16.61160848,-1
37_left,1710448,14169,4735,2149,1397,916,731,506,417,267,274,291,298,293,261,252,252,199,171,163,152,155,172,187,348,638,1410,2856,4891,6993,9139,11337,13514,15651,17230,18562,19215,20226,21672,23636,25730,26889,27387,27538,27678,28129,28166,28800,29323,29483,28633,27681,26565,25605,25465,25124,25696,26076,26969,27606,28742,30303,31719,33436,34690,36500,37895,39422,40970,42169,43608,44747,45258,46343,47103,47849,48028,48948,48617,48131,48266,48531,49232,50217,50567,51408,51520,51927,51459,50494,50084,48712,48141,47282,46394,45704,45822,45087,45093,44059,43646,43017,42800,42250,41328,40442,38987,37587,35443,33900,31702,30370,28046,26386,25048,23604,22218,20900,19350,17850,16186,14864,13179,11647,10233,8614,6922,5459,4348,3408,2646,2038,1656,1515,1306,1177,1018,892,873,803,796,727,728,686,756,692,637,670,695,654,632,593,599,541,534,465,457,433,461,438,413,435,412,393,382,369,329,351,349,342,332,324,344,356,376,396,413,382,291,243,171,112,99,63,45,26,25,17,7,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.405452073,0.593247533,-9.18E-04,4.99E-06,5038848,-4627.410582,0.001117354,4.99E-06,0.033426842,0.015239439,75556.00041,75.06281031,-0.142309315,27.23736832,-1
37_right,1766117,13923,4844,2293,1361,1010,749,495,409,338,286,286,294,278,250,211,180,217,183,185,148,160,174,157,179,224,418,797,1676,3078,5037,7457,10578,14470,17924,19907,19797,18612,18120,18378,19673,20525,22211,23497,25623,26992,27434,27325,26874,26598,26269,25964,25766,25389,24597,23762,23630,23754,24703,26493,28691,31208,34156,36337,38083,38474,39358,38808,38297,37998,37843,38801,39400,40494,41535,43300,44687,46654,48852,51650,53701,55904,57549,58569,59018,59066,58571,57510,56427,55180,53952,52240,50864,49596,47398,46206,44183,42952,41820,41204,40172,38840,38371,37983,37230,36991,36072,35502,34262,32978,31423,29914,27848,25789,23711,21684,19504,17780,15654,14024,12515,11026,9978,8889,7927,7275,6590,6081,5622,5074,4643,4328,4111,3699,3562,3274,3171,2860,2665,2605,2405,2262,2161,1952,1934,1830,1713,1576,1458,1335,1306,1188,1051,995,958,932,856,855,760,781,747,705,681,682,644,607,577,549,574,630,608,633,619,636,637,619,539,498,492,381,298,245,180,148,89,79,73,78,82,46,49,45,39,53,29,40,30,26,24,23,19,21,24,19,24,14,18,28,17,18,17,18,14,12,19,16,17,14,10,16,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.500957429,0.529393077,-9.18E-04,4.14E-06,5038848,-4626.929072,0.001239537,4.14E-06,0.035207065,0.016304304,80841.58592,79.05750736,-0.261381438,21.86979576,-1
38_left,950260,97870,53938,51913,37720,20865,9390,4825,3354,2697,2235,1885,1644,1460,1304,1177,1166,1046,1011,948,905,884,805,795,752,794,704,699,656,648,662,592,614,628,599,565,527,582,564,533,572,578,550,562,481,558,560,566,614,611,612,563,650,606,638,615,638,681,695,754,806,782,792,814,874,920,1076,1266,1495,1742,2077,2584,3314,4454,6493,9901,15835,23532,31943,41041,49368,57698,65376,73144,80075,87815,98518,110116,121275,127251,128349,127319,123837,120339,116516,110889,103147,97035,91143,86198,81659,75688,69936,65475,62209,59986,56443,54827,53377,51850,49738,46848,44116,42431,40548,39585,38741,38431,39127,39130,39262,38377,37504,37172,37621,37827,38448,37828,37308,37459,37021,36528,36060,34582,31792,28993,25654,22457,20096,17381,15766,13761,11348,9746,8022,6795,6047,5370,5033,4616,4259,4012,3553,3532,3481,3283,2985,2801,2499,2199,1964,1930,1825,1811,1764,1459,1315,1415,1548,1745,1728,1801,1961,2000,1945,1661,1386,936,687,621,639,600,631,624,684,750,733,739,763,812,891,869,978,911,902,1084,1182,1046,1213,1315,968,1436,1794,1089,785,424,375,227,20,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.23055765,0.346733928,-0.001390888,-1.83E-06,5294080,-7363.472548,9.19E-04,-1.83E-06,0.030307165,0.014899368,77695.6031,69.80675153,-0.36119135,17.91858623,-1
38_right,1088673,17173,31758,40678,41838,36686,24707,11067,5182,3482,2797,2235,1986,1714,1509,1358,1293,1192,1110,1014,978,946,930,877,844,799,819,782,761,799,769,761,703,766,754,772,839,761,813,822,866,924,898,1003,1068,1078,1150,1167,1300,1401,1513,1625,1638,1804,1865,1753,2071,2378,2618,3151,3697,4126,4749,5644,6966,8136,9274,10108,11451,13035,15274,17695,19386,21156,21991,23058,23817,24585,25884,26709,27260,28293,29287,30149,31342,32290,33971,35351,37361,39802,42306,45975,49090,53485,58949,63426,67983,71127,73840,75602,77745,80289,83005,86760,90400,94129,95539,94855,93286,91985,91393,89236,86906,82984,77808,71943,66982,61823,57852,56475,55660,56130,55952,55294,53834,53686,54147,54406,54464,54146,53070,51446,49204,46912,44647,40781,36295,30201,24622,19370,14520,11233,8421,6717,5345,4413,3967,3683,3349,3017,2667,2689,2671,2612,2730,2688,2697,2755,3121,3224,3497,3425,2727,1679,1149,948,870,869,914,1105,1085,1053,1107,1059,1111,1136,1262,1211,1261,1296,1231,1254,1227,1103,1001,767,596,598,440,191,70,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.294699848,0.447369635,-0.001422031,1.92E-06,5294080,-7528.348167,9.82E-04,1.92E-06,0.031334511,0.01443594,75065.41912,72.17136874,-0.612903194,29.59681893,-1
39_left,2001189,278933,87769,52965,34602,26465,23904,22316,22306,22632,22528,22395,22358,23602,26185,28227,26556,21087,13472,7484,5023,4022,3490,3226,3021,2925,2671,2592,2596,2544,2441,2459,2353,2292,2208,2084,2186,2040,2069,2068,2072,1999,2010,2035,2004,1938,1969,2006,1991,1903,1926,1999,1825,1895,1877,1818,1892,1901,1947,1859,2011,1994,1996,1896,2010,1944,2061,2010,1975,2036,2069,2139,2103,2097,2159,2195,2168,2164,2171,2173,2310,2508,2636,2757,3084,3676,4626,5971,7145,8368,9665,10402,11996,14032,16741,20600,26469,33936,42086,51282,60875,70503,79717,89617,98453,105233,108749,107639,99277,89653,79991,73866,69389,66533,65403,63099,60895,59081,57318,55735,53505,52823,53154,55252,56592,58449,59070,59368,59016,58430,58612,59012,60333,62784,65473,66655,68618,69850,71020,71397,72162,75083,76486,77570,79070,81931,84043,85547,86235,83164,80055,76532,73800,73428,74009,74657,75739,78221,79713,80040,78944,77798,76672,74744,72311,71317,69915,69116,69733,71558,74304,75998,76060,76654,75654,74546,73049,69373,63386,57910,52375,47674,43274,39657,36415,34167,33030,32209,31092,31084,30829,29961,28945,28780,28638,28634,28866,29336,29148,29351,27773,26136,24411,22385,20349,19481,18814,17799,17210,16998,17223,17389,16454,15443,14370,13285,12679,12562,11590,10623,9488,7311,4156,4042,3616,3796,3180,3016,2444,1835,1771,1463,1271,1343,1112,909,665,470,259,224,81,20,7,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.28397432,0.533750176,-0.001846173,-4.41E-04,1.01E+07,-18605.17176,0.001029233,9.55E-07,0.03208166,0.013133997,131647.0213,102.0129647,0.538041147,37.79959157,-1
39_right,2334458,32515,47247,48204,41815,38466,35535,32031,29361,27690,25574,21492,16986,14619,13841,13096,11488,9272,6966,5229,4172,3562,3331,3152,2975,2941,2941,2731,2732,2732,2618,2622,2601,2533,2450,2503,2441,2500,2529,2460,2547,2526,2561,2633,2561,2777,2852,3088,3248,3531,3872,4345,4781,5345,5577,5828,6824,7805,8384,9230,9438,9679,9952,10306,10655,11294,11848,12413,13609,14659,15816,16569,18093,20268,23262,26896,31386,35752,39690,44565,48078,52397,58574,66399,74124,81057,85174,84942,81291,77036,71305,65772,61343,58192,57224,55922,53958,52857,51845,52003,51840,52900,53288,53944,54574,56901,59382,61911,64375,66061,67251,66111,65024,64045,63458,63723,64650,65911,68539,71364,72941,74217,74651,74399,74111,73456,72600,72273,71788,69820,66995,65151,64398,65599,68155,71556,75525,76656,77821,77879,76928,75131,73912,72521,68813,65664,62190,58883,55370,52997,51205,50016,49249,47800,45712,44683,43198,40246,37226,33870,32451,30685,29089,28368,28488,28441,28993,28578,28467,28657,28730,29186,29277,29913,29495,29795,30891,31377,31577,32691,32476,32617,32582,32017,31322,30552,32249,34037,34437,34506,34835,34697,34087,34851,34941,35414,35833,34583,31473,29876,29429,29288,28813,27617,26578,26142,25046,23751,22633,20679,18997,16931,15016,14754,14132,12297,10487,8917,8070,7261,6549,5266,3821,2204,915,242,70,22,4,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.243234694,0.464167416,-0.00165909,1.98E-06,1.01E+07,-16719.80688,8.24E-04,1.98E-06,0.028700324,0.012263321,122306.5208,91.26239513,1.024261945,33.90498393,-1
3_left,1165927,12738,5505,2497,1577,1183,1001,884,643,598,491,397,380,297,240,215,177,153,129,118,101,100,72,67,54,71,243,487,1096,1241,1890,2884,3454,3953,4967,6182,8170,10857,20079,25899,32840,43001,52441,57848,58069,56998,54346,52417,55427,54489,57474,55411,58324,58705,63869,67107,71960,73623,73391,73684,70825,71268,70977,68635,69147,68021,66293,65702,68723,68773,71075,69780,68686,69016,67325,69055,66187,65336,63674,60096,57566,54303,51820,48121,45836,41646,38457,36806,35230,33923,32963,31218,29662,28176,26561,24944,23915,22916,21396,20316,19097,19089,18498,18054,17468,16881,16064,15742,15233,14681,14044,13244,12743,12275,11492,10414,9480,8937,8580,7981,7384,7167,6896,6506,6353,6111,5714,5494,5200,4994,4920,4363,4219,3672,3448,3159,2981,2765,2555,2253,1928,1763,1536,1315,1213,1151,966,805,643,552,545,468,426,331,266,254,235,207,179,150,134,139,121,122,111,96,107,75,64,61,65,42,34,43,26,16,24,7,4,1,1,4,1,3,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.394107699,0.563134968,-9.43E-04,3.47E-06,4915200,-4637.404948,0.001902509,3.47E-06,0.043617755,0.016811556,81832.11408,96.72427486,-0.33627107,26.56270636,-1
3_right,1165773,12542,5823,2608,1788,1281,995,742,636,529,447,368,300,288,258,227,178,139,126,119,89,84,76,77,69,57,44,33,50,86,215,419,589,1106,1600,2384,2394,3393,4955,5927,8144,12706,17127,24362,28384,34330,43856,52297,69419,72663,84809,85832,90799,88252,88663,87930,85254,87615,84898,83014,81635,80682,82768,80479,81786,81173,78808,76235,77153,76084,76941,77403,76615,75759,73752,72540,71132,69925,66944,62424,57564,51535,46430,42341,38543,35929,34121,32816,31852,30500,29162,27959,27082,25482,24847,24564,24018,23154,23198,22812,22650,22781,22771,23144,21927,20644,17839,15352,12967,10888,9314,8723,8270,7786,7579,6708,6327,5687,5513,5212,4434,3829,3436,2881,2329,1886,1394,1041,787,568,501,494,447,394,389,429,440,511,495,376,319,317,233,211,195,159,171,153,89,91,138,130,123,84,74,76,53,50,38,22,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.38812831,0.56609869,-9.28E-04,-1.25E-06,4915200,-4563.022758,0.001685375,-1.25E-06,0.041053313,0.015908839,77452.16842,91.03949062,-0.26904533,24.2843886,-1
43_left,1169731,10733,4884,2832,1775,1230,1017,675,486,422,345,268,225,176,174,166,156,153,154,364,1285,3446,9327,22899,56583,79295,99379,121848,149297,150792,158057,152108,126167,113202,94257,86784,80366,75701,87053,80593,77674,78875,76819,74365,75175,75976,77975,82106,80668,78318,74876,69143,63039,57849,53701,51027,46176,44691,40542,36562,34175,32001,30005,28803,28192,26990,26150,24944,24752,24263,23201,21777,20279,18603,16923,15958,15580,15099,14049,13598,13238,11979,11038,10224,9946,9199,8562,8127,7785,7435,7079,6761,6205,5822,5531,5021,4942,4679,4271,4029,3988,3552,3269,2951,2611,2520,2191,2069,1761,1587,1407,1184,1004,886,860,759,701,795,757,753,807,773,781,632,531,504,491,436,398,292,237,246,242,270,265,234,187,195,191,168,185,201,196,176,177,177,175,189,181,175,195,205,209,195,212,219,214,199,203,195,164,167,103,102,65,32,23,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.246452361,0.274444103,-6.00E-04,1.99E-06,4915200,-2947.095831,5.16E-04,1.99E-06,0.022713184,0.011625533,56533.32464,50.37324061,-0.304730993,14.60597571,-1
43_right,1166372,10592,5538,3330,2291,1616,1354,876,761,467,366,301,230,227,193,194,171,161,127,119,137,119,95,80,81,62,57,111,307,783,1758,3582,6915,12624,21088,30371,37492,41692,58682,55569,60395,67576,74534,85361,90726,91523,93092,90722,87187,90494,88994,91908,92765,92603,99046,99743,100296,99698,98006,91733,87027,78341,71202,68296,65184,63088,61198,58085,54509,50677,46413,43092,39422,38068,36881,35826,35420,34466,32499,31643,30818,29236,27695,26622,25389,24920,23982,23278,22662,21448,20236,19131,17993,17216,16342,15402,14888,14797,14068,13213,12734,12461,11975,11009,9816,8645,8075,7438,6731,6026,5588,4906,4595,4376,3964,3608,3432,3363,3111,2955,3086,3261,3216,3091,2978,2777,2297,1779,1300,1239,1039,1001,1053,1153,1206,1289,1347,1425,1328,1281,1228,1227,1263,1325,1253,1279,1360,1411,1459,1405,1252,1120,1134,1143,1042,1026,977,825,749,683,664,688,640,596,569,566,597,486,514,462,423,431,401,440,402,393,410,418,442,413,383,318,353,396,347,304,313,314,249,261,240,258,299,328,323,261,254,296,331,180,116,34,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.186119854,0.28070727,-8.28E-04,1.79E-06,4915200,-4070.391449,6.30E-04,1.79E-06,0.025103602,0.013767309,66872.42772,55.68558868,0.051344557,9.851762941,-1
44_left,1617848,13852,5292,2610,1623,1027,845,552,483,408,305,302,203,228,195,176,172,170,198,198,189,215,184,212,226,174,166,149,145,137,145,145,145,143,158,165,186,218,307,357,558,681,1062,1669,2578,3829,5490,7307,9108,10943,12066,13474,14463,15287,16391,17686,19097,20155,21486,23191,25581,29694,35135,41749,49365,57386,64954,71370,75721,78887,80661,80920,80732,79977,79271,76738,73905,71344,68674,66204,64549,63994,63381,63121,61847,60277,58705,56424,54438,52257,50584,48022,45391,43465,41819,39666,38419,37702,36502,35844,34717,34068,33342,32553,31788,31120,30350,29982,29474,29115,28428,27725,27098,26667,25886,25004,24156,23231,22566,21727,20937,19523,18644,17156,16111,14860,13994,13002,12115,11227,10501,10077,9495,8923,8443,8064,7434,6826,6339,5811,5465,4921,4519,4081,3623,3214,2765,2449,2068,1781,1480,1279,1113,892,782,615,567,524,482,419,388,360,375,323,303,336,293,319,294,259,278,233,203,152,205,164,187,178,176,189,169,158,156,175,162,153,147,149,150,152,157,130,174,172,161,150,165,180,199,173,198,210,235,243,217,226,267,295,288,299,276,266,261,283,265,237,241,221,210,188,197,199,156,126,124,123,117,109,97,135,135,171,156,119,76,78,67,71,29,14,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.420175493,0.432566434,-0.001022147,3.01E-07,5038848,-5150.442405,0.001703561,3.01E-07,0.041274221,0.018034405,89584.61611,92.67821188,-0.234065637,21.28732807,-1
44_right,1615073,14270,5845,2698,1737,1220,889,604,509,423,390,340,293,236,219,198,188,177,148,146,147,137,137,159,148,163,147,144,153,143,138,131,132,116,103,124,131,129,102,128,89,114,95,97,87,92,76,85,104,90,90,104,125,163,203,277,463,639,914,1294,1719,2525,3372,4399,5719,7110,8965,10654,12585,14835,16933,20022,23007,27120,32212,38052,43944,49580,53753,57001,58818,59210,59592,59870,59803,59722,58807,57396,55863,53531,51543,48322,46137,45356,44314,44249,43377,43379,43512,44583,45212,45577,44984,44443,43059,41405,39617,37128,35834,34333,32962,31632,30978,30323,29799,29084,28144,27979,26991,26697,25754,24488,24392,23790,23196,22872,22412,22314,22325,21593,21359,21198,20823,20332,19292,19303,18255,17553,17239,16831,16272,15843,15552,14916,14727,14473,14490,14092,13711,13487,13255,13284,13336,13444,13590,13655,13839,13912,14175,13905,14088,14200,13834,13377,13113,12817,12809,12930,12459,12141,12113,11706,11575,11527,11074,10987,10545,10138,9704,9755,9425,9326,9287,9097,8723,8397,8149,7819,7470,7569,7264,6965,6521,6341,6379,6145,6019,5759,5585,5610,5468,5359,4921,4780,4783,4291,4026,3794,3649,3508,3319,3105,2901,2690,2528,2310,2143,2020,1939,1971,2072,2079,2076,1876,1801,1713,1596,1596,1633,1625,1733,1770,1794,1721,1919,2053,2001,1772,1296,930,867,782,813,652,606,543,524,448,284,125,27,7,0,0,0,0,-0.478923023,0.562390685,-0.00135654,3.18E-06,5038848,-6835.398847,0.002738489,3.18E-06,0.052330579,0.021887729,108614.4448,117.5078926,-0.096130212,22.3558239,-1
45_left,1204964,16486,14952,11760,5321,2326,1338,891,717,600,544,426,377,327,270,241,253,197,176,157,142,136,144,132,98,109,123,115,109,104,108,97,110,103,115,135,221,349,684,1183,2191,3756,5974,8879,12021,14667,16870,17905,17988,17694,17261,17449,18238,18762,19758,21088,21134,21525,21533,21225,21056,20207,20391,20740,20750,21903,22132,22041,22923,22492,23562,23389,22752,22046,20665,19151,17746,15808,14386,12952,11867,10696,9971,9741,8960,8312,7631,6780,6198,5480,4731,3991,3385,2798,2437,2074,1729,1511,1202,946,764,571,422,370,320,270,185,185,168,183,180,192,192,217,218,261,292,303,322,369,369,334,341,351,383,362,458,490,520,525,470,508,474,515,510,481,438,446,391,398,399,354,363,321,303,273,253,246,264,232,182,191,220,198,158,184,176,180,204,197,145,191,202,220,216,209,178,149,104,78,70,67,60,44,28,22,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.200631797,0.187330395,-4.77E-04,9.11E-07,2121728,-1011.576888,8.53E-04,9.11E-07,0.029203634,0.010506817,21815.3238,42.54412742,-0.196560794,14.36037802,-1
45_right,1192634,19430,19345,14652,6529,2724,1393,940,841,637,547,482,427,319,297,260,224,179,172,149,140,126,125,108,110,109,96,90,83,82,75,75,71,92,67,74,83,72,65,61,74,74,62,78,79,117,155,188,296,488,716,1138,1836,2818,4328,6426,9724,14754,21448,31346,38965,47522,51324,51578,49534,45427,41010,36895,35099,33382,33134,33116,32417,32057,31027,29336,26600,22568,19090,14822,10982,7940,5586,3778,2528,1846,1291,1008,730,582,489,431,401,378,346,338,352,359,358,354,383,408,384,414,413,410,406,389,445,412,432,395,406,391,355,364,333,253,265,238,263,309,273,261,219,256,255,246,202,208,219,223,208,211,278,261,238,247,260,212,198,176,177,160,202,182,166,191,248,209,195,188,169,188,152,157,201,172,173,138,105,121,104,111,90,55,29,7,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.342119008,0.271090716,-4.92E-04,-1.05E-07,2121728,-1044.661101,0.001084792,-1.05E-07,0.032936179,0.011231767,23336.20962,47.98070171,-0.505690849,16.46401091,-1
48_left,8037269,20538,8290,4807,2832,1706,1374,998,908,782,720,668,629,626,591,565,489,460,515,433,428,435,413,376,408,398,342,319,384,349,316,373,331,329,362,353,351,378,359,334,377,409,498,597,1080,2029,3810,6486,10616,15487,21503,28049,35024,41437,47109,51711,56395,61089,66590,72870,80321,87280,93011,96225,97788,97441,95899,93342,92167,91623,92790,95214,97110,99876,102877,106148,106473,105513,103745,101966,99486,97265,96255,96175,94524,92470,90992,89505,87348,85957,84905,85232,83995,83863,83100,83500,83393,82803,82951,83485,82289,82495,82811,84388,86877,90404,91894,93161,94263,94888,96352,95406,94411,93556,93558,94168,95386,95387,94298,91450,87467,82131,76494,69683,62677,55686,49805,44015,39062,34549,31026,27664,25334,23280,21069,18692,16934,14958,13720,12221,11077,9592,8079,6766,5163,4085,3205,2383,1791,1355,1108,1093,1064,1137,1075,1036,1061,1135,1127,1127,1075,1126,1071,1119,1087,973,951,843,825,801,820,853,782,785,794,784,741,712,674,662,643,630,556,573,532,498,542,580,513,553,529,487,485,474,526,557,525,540,513,524,488,472,489,408,436,437,623,668,611,538,445,363,339,343,326,328,291,193,107,68,14,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.381650388,0.328190982,-7.50E-04,-6.26E-07,1.51E+07,-11285.28622,6.44E-04,-6.26E-07,0.025372854,0.00950287,137886.8137,98.48942307,-0.277739199,37.8553037,-1
48_right,8041611,19317,7492,4083,2403,1610,1142,944,812,706,659,612,584,545,526,462,444,458,447,417,402,401,434,378,349,365,376,351,316,331,313,326,340,327,316,324,373,350,371,421,620,843,1157,1822,2647,4453,7508,11363,15921,20237,24532,28139,31636,35572,39729,43537,46517,49744,54064,59736,65892,73177,80702,87531,94093,100197,105634,110747,114524,118527,121215,125490,131211,138829,147370,154649,159779,160686,159412,155675,151048,145542,140282,133840,126885,120259,112962,105548,98916,93709,88723,84967,81404,77306,74413,71403,68651,66420,65128,62432,60039,59190,57369,56630,55373,55106,54915,54687,53449,51968,51092,49586,47951,45996,44829,43841,43583,42911,42829,42810,42162,41911,41769,42020,41145,40812,40213,39131,37309,35856,33706,32091,30586,29104,28164,27194,26210,25648,24885,24319,23735,23232,22239,21245,20395,19303,18207,16851,15768,14215,12985,11683,10235,9039,7849,6958,6283,5521,4824,4389,3881,3480,3202,2941,2735,2544,2504,2431,2511,2511,2586,2684,2970,3141,3038,2843,2624,2566,2381,2300,2280,2221,2219,2078,2002,1836,1847,1766,1712,1726,1535,1271,1147,1070,1139,1232,1346,1502,1612,1875,1839,1823,1635,1387,1340,1264,1152,1289,1479,1370,1321,1275,1438,1443,1463,1466,1189,1017,911,920,947,836,906,931,943,882,649,726,771,677,572,607,482,614,557,690,735,906,778,589,323,399,288,598,223,363,122,147,27,0,0,0,0,0,0,0,-0.23826389,0.261196941,-7.42E-04,1.40E-06,1.51E+07,-11176.767,6.66E-04,1.40E-06,0.025806736,0.009905897,143989.5596,100.1713483,0.068945858,22.87405398,-1
